Name,Nationality,Position,Club,Overall Rating,Pace,Shooting,Passing,Dribbling,Defending,Physical,Age
Tracey Hubbard,Serbia,Goalkeeper,Barcelona,82,78,60,79,70,56,75,37
Steven Hernandez,Guinea,Forward,Real Sociedad,87,76,67,63,69,61,72,18
Kimberly Rodriguez,Algeria,Midfielder,Watford,83,71,57,70,78,59,77,38
Mark Fowler,Santos,Midfielder,Real Betis,80,70,59,72,72,49,63,19
Logan Mccullough,Slovenia,Midfielder,Arsenal,79,80,72,68,75,60,75,39
Karen Smith,Nigeria,Defender,Inter Miami,81,70,57,72,78,47,78,23
Sofia Friehus,Netherlands,Midfielder,Everton,85,75,67,71,69,55,67,38
Danijela Lucić,Croatia,Defender,Real Sociedad,84,72,66,68,75,62,69,24
Kelsey Fields,Ecuador,Goalkeeper,Real Sociedad,77,69,68,73,68,59,68,29
Heitor Azevedo,Brazil,Defender,Manchester City,77,66,63,82,74,59,76,36
Marc Colson,Belgium,Goalkeeper,Bayern Munich,71,74,65,80,64,63,76,36
Hunter Ford,Scotland,Defender,Trabzonspor,81,78,71,69,80,60,73,39
Alma Silva,Argentina,Goalkeeper,Real Madrid,80,70,61,70,78,53,71,36
Dakota Greene,Northern Ireland,Defender,Abahani Limited,79,76,66,72,88,62,72,27
Aimée Tessier,France,Forward,Al-Ahli,85,81,73,71,81,64,66,18
Breanna Wiggins,Uruguay,Defender,Espanyol,78,74,75,65,80,56,75,21
Benedicte Andersen,Denmark,Goalkeeper,Real Sociedad,76,79,59,71,81,62,71,22
Lindsey Gallegos,Morocco,Forward,Flamengo,78,72,61,76,71,56,77,24
Matthew Wyatt,Slovenia,Goalkeeper,Everton,82,69,61,71,72,66,68,23
이성민,South Korea,Defender,AC Milan,85,77,54,69,79,63,77,25
Mara van Arkel-Lijn,Netherlands,Forward,Olympique Marseille,80,69,82,66,73,59,83,19
Sandra Fox,Morocco,Midfielder,Inter Milan,78,72,59,71,80,59,67,36
Craig Martin,Uruguay,Goalkeeper,Tottenham,81,76,69,76,68,63,76,36
Jeremy Doyle,Republic of Ireland,Forward,Olympique Marseille,76,76,68,69,75,60,69,23
Ashlee Parker,Santos,Midfielder,Atletico Madrid,85,70,68,66,75,56,68,36
Antonio Morgan,Kenya,Defender,Newcastle United,85,71,64,78,73,55,71,31
Azra Schenk-Hakker,Netherlands,Midfielder,Santos,85,73,67,82,70,66,75,29
Dorothy Vargas,Bangladesh,Midfielder,Sevilla,80,63,60,67,75,56,76,31
Laurent Leconte,France,Midfielder,Inter Miami,79,65,70,75,78,61,64,26
Olof Roos,Sweden,Midfielder,Aston Villa,82,64,59,72,70,54,75,21
Cristian Gross,Scotland,Midfielder,Leicester City,84,75,68,70,74,54,67,31
Harri Oestrovsky,Germany,Midfielder,Al-Hilal,80,75,65,77,68,60,75,27
Nathaniel Vaughn,Republic of Ireland,Forward,Abahani Limited,81,74,62,63,78,64,79,39
Prof. Ulrike Mogensen,Denmark,Midfielder,Real Betis,76,86,57,68,78,53,73,34
Heather Mitchell,Slovakia,Goalkeeper,Roma,84,67,66,77,78,63,68,31
pan Marcel Kozdroń,Poland,Defender,Galatasaray,83,79,68,71,85,52,75,35
Eileen Wiley,Georgia,Defender,Abahani Limited,78,69,64,62,79,48,75,39
Candice Torres,Slovenia,Forward,Chittagong Abahani,78,71,66,77,80,59,71,19
Sven Karlsson,Sweden,Defender,Grêmio,78,69,51,72,75,48,66,39
Dorothée-Éléonore Hervé,France,Midfielder,Al-Rayyan,85,65,67,77,80,61,78,23
Diana Martinez,Bangladesh,Defender,Napoli,87,76,60,65,81,57,67,35
Eric Vargas,Guinea,Goalkeeper,Roma,79,77,59,82,78,53,67,29
Björn Nordström,Sweden,Midfielder,Everton,87,75,56,71,67,48,71,36
pan Błażej Butrym,Poland,Defender,Bayern Munich,78,73,63,66,82,64,75,23
Jacqueline Knight,Cameroon,Midfielder,AC Milan,81,72,67,71,80,60,69,32
Amanda Reed,Santos,Forward,Grêmio,87,78,66,78,72,52,79,27
Kimberly Cruz,Scotland,Forward,Montreal Impact,80,74,66,71,76,56,76,29
Patrick Wheeler,Algeria,Forward,Chittagong Abahani,79,75,58,67,81,60,78,18
Cindy Knight,Uruguay,Goalkeeper,Napoli,78,80,72,78,74,64,74,36
Tammy Simon,Austria,Goalkeeper,Benfica,81,70,75,70,80,60,82,32
Paul Fuller,Morocco,Forward,Manchester City,82,80,64,86,68,50,72,36
Gregory Bell,Guinea,Goalkeeper,AC Milan,78,67,64,77,87,55,79,35
Gaja Pacholak,Poland,Defender,Fiorentina,81,70,59,73,77,57,81,27
Univ.Prof. Hans-Friedrich Kuhl,Germany,Forward,Real Madrid,80,67,53,73,82,69,77,30
Jordan Short,Georgia,Midfielder,Barcelona,81,74,64,70,75,60,81,39
Colleen Thompson,Republic of Ireland,Forward,RB Leipzig,76,72,65,82,69,57,70,34
Cristina Hugo Nájera Tamez,Mexico,Goalkeeper,Villarreal,78,86,71,74,78,55,71,28
Katherine Johnson,Slovenia,Forward,Saif SC,84,66,74,61,74,61,66,22
Brandon Olsen,Austria,Forward,Villarreal,80,75,60,73,79,57,80,36
Helge Killer,Germany,Goalkeeper,Manchester City,84,88,65,65,72,59,78,26
Jennifer Snow,Switzerland,Midfielder,Abahani Limited,81,69,69,77,75,57,63,38
Lynn Martinez,Guinea,Forward,Leipzig,81,72,64,79,69,63,74,33
Ivonne Portillo Venegas,Mexico,Defender,Flamengo,79,76,68,75,69,56,77,40
Hugo Estefanía Uribe Saldivar,Mexico,Defender,Trabzonspor,76,79,62,70,76,58,76,24
Karen Ellis,USA,Midfielder,Al-Rayyan,83,72,68,68,76,58,67,27
Francisco Henriques,Portugal,Midfielder,Bayern Munich,77,70,67,70,74,59,71,29
Stacey Lewis,Georgia,Defender,Borussia Mönchengladbach,75,71,62,74,77,63,80,30
Maureen Becker,Bangladesh,Defender,Leicester City,81,77,69,74,67,63,76,34
Kimberly Wise,Georgia,Forward,Real Madrid,84,70,70,68,78,60,72,28
Marco Rismondo,Italy,Forward,Leicester City,82,70,67,70,75,60,70,30
Terry Lewis,Algeria,Forward,Real Sociedad,82,73,66,64,69,59,77,21
Peter Engström,Sweden,Forward,Al-Nassr,81,65,68,64,75,56,70,31
Savannah Jordan,Republic of Ireland,Defender,Flamengo,84,65,65,78,71,62,87,33
Achille Cipolla,Italy,Forward,Tottenham,81,76,67,76,73,49,76,19
Jennifer Ferguson,USA,Midfielder,Rayo Vallecano,79,71,64,69,84,63,66,32
Kurt Börjesson,Sweden,Goalkeeper,Leicester City,83,82,65,71,80,56,72,40
Univ.Prof. Kirstine Lauridsen,Denmark,Midfielder,AS Roma,78,76,68,71,81,59,77,29
Fausto Girón Puerta,Spain,Defender,Real Betis,77,73,64,65,79,68,72,39
Rachel Williams,Algeria,Midfielder,Leeds United,81,67,64,63,80,51,71,28
Shannon Goodman,USA,Forward,Arsenal,82,82,65,79,85,59,79,25
Amalie Kraus,Germany,Forward,Burnley,82,74,63,69,71,57,72,34
Kevin Sutton,Uruguay,Goalkeeper,Villarreal,79,74,76,79,68,54,73,34
Yesenia Payne,Cameroon,Goalkeeper,Real Madrid,84,79,65,68,76,54,79,26
Nancy Holmes,Cameroon,Forward,Chicago Fire,84,68,64,67,68,55,70,36
Kenneth Harris,Bangladesh,Goalkeeper,Abahani Limited,82,80,65,76,67,65,76,39
Angela Flores,Nigeria,Forward,Sevilla,77,76,60,77,79,60,81,25
Mirjana Barbić,Croatia,Midfielder,Arsenal,81,68,63,71,78,61,65,27
Jennifer Steele,Algeria,Defender,Borussia Mönchengladbach,83,64,67,70,73,58,76,24
Christopher Cohen,Northern Ireland,Midfielder,Manchester United,84,74,65,71,80,60,69,20
Krista Camacho,Norway,Defender,Barcelona,76,70,64,73,72,59,70,35
Matthew Patterson,USA,Defender,AC Milan,82,81,65,80,69,64,73,24
Jasmin Madsen,Denmark,Forward,Newcastle United,82,72,61,67,69,70,75,28
Steven Copeland,Morocco,Forward,Burnley,81,70,64,72,74,57,66,38
Cynthia Oliver,Uruguay,Forward,Newcastle United,84,73,59,73,70,66,72,31
Angela Santiago,Algeria,Goalkeeper,Crystal Palace,83,76,65,66,73,62,75,25
Héctor Posada,Colombia,Midfielder,Al-Hilal,81,64,64,73,86,49,72,32
Sergio Johnson,Northern Ireland,Goalkeeper,Galatasaray,79,76,66,83,75,62,60,27
Lavínia Viana,Brazil,Forward,Udinese,80,65,69,64,64,64,78,35
Sabina Sanmartín Torres,Spain,Defender,Napoli,77,73,65,71,82,54,66,26
Giulia Cassarà,Italy,Midfielder,Aston Villa,80,75,73,74,79,60,68,25
Elaine Fisher,Morocco,Goalkeeper,Sevilla,82,76,61,71,80,58,79,36
Samantha Reed,Guinea,Midfielder,Tottenham,76,77,68,76,80,57,69,23
Josué Gallo Caballero,Spain,Goalkeeper,Leicester City,81,72,73,74,74,54,75,25
Curtis Thompson,Norway,Forward,Galatasaray,80,78,58,69,69,53,68,18
Estela Federico Prieto Estrada,Mexico,Forward,Villarreal,82,75,69,72,60,59,73,21
Jesus Gomez,Slovenia,Defender,Chicago Fire,82,68,63,74,76,57,66,20
Veronika Birtić,Croatia,Forward,Al-Ahli,82,69,60,79,79,61,71,34
Allison Ball,Georgia,Goalkeeper,Barcelona,79,76,62,76,73,61,71,24
Inmaculada Roldan Arribas,Spain,Midfielder,Atlético Madrid,85,62,71,65,76,65,71,21
Aurelia Cygal,Poland,Defender,Arsenal,85,66,64,75,70,56,73,31
Alyssa van den Bergh,Netherlands,Midfielder,Chicago Fire,83,70,72,72,74,60,75,39
Jennifer Jensen,Scotland,Midfielder,Arsenal,76,83,65,66,79,50,66,33
Scott Moss,Senegal,Forward,Benfica,78,75,67,77,83,60,78,26
Lorraine Miller,England,Forward,Fulham,80,64,66,68,80,57,81,37
Devin Rodriguez,Guinea,Defender,Abahani Limited,78,75,71,68,76,56,72,40
Anne Girschner,Germany,Goalkeeper,Galatasaray,88,71,56,67,80,54,80,26
Alexis Goodwin,Slovenia,Defender,Chelsea,79,88,65,79,77,55,69,40
Keith Meyer,Republic of Ireland,Goalkeeper,Al-Rayyan,83,76,64,70,72,66,64,25
Christine Aguilar,Scotland,Forward,Leeds United,83,67,65,73,68,57,73,25
Amber Smith,Austria,Goalkeeper,Udinese,80,75,66,78,78,62,64,18
Katherine Hughes,Cameroon,Defender,PSG,83,78,69,69,72,58,76,26
Stephen Martinez,Bangladesh,Goalkeeper,Montreal Impact,83,64,65,69,84,61,76,19
Michael Welch,Slovenia,Forward,Al-Nassr,80,67,58,73,72,57,69,27
Brad Davis,Ecuador,Forward,Grêmio,83,76,67,75,76,57,77,34
Renee Hansen,Scotland,Goalkeeper,Trabzonspor,84,77,64,69,71,64,66,26
Tiffany Ferguson,Norway,Midfielder,AC Milan,79,69,70,74,70,48,78,30
Betty Gutierrez,Algeria,Forward,Rayo Vallecano,79,69,64,67,73,54,75,25
Patryk Dytrych,Poland,Forward,Inter Miami,82,73,59,73,76,63,82,18
Angela Mclaughlin,Scotland,Defender,Borussia Mönchengladbach,82,72,64,74,74,63,82,29
Patrick Garcia,Morocco,Midfielder,Atlético Madrid,85,78,73,76,70,60,73,27
Emma Martinez,Austria,Forward,Manchester United,79,78,68,70,73,59,68,39
Bo Larsson,Sweden,Forward,Udinese,76,74,55,74,76,63,73,30
Flavio Castells Villegas,Spain,Goalkeeper,Nottingham Forest,82,73,66,73,75,67,63,39
Hélène Roy de Antoine,France,Goalkeeper,Juventus,82,74,74,78,74,54,69,28
Inaya Estey,Netherlands,Forward,AS Roma,80,77,67,70,76,69,66,29
Santino Agustin Diaz,Argentina,Midfielder,Inter Milan,83,69,63,71,77,65,78,30
Augustin du Charpentier,France,Defender,Al-Rayyan,79,75,69,78,79,56,70,23
Bernadette Durant,Belgium,Forward,Al-Ittihad,83,68,64,71,65,59,71,32
Melissa van Cuijck-Lathrope,Netherlands,Midfielder,Al-Rayyan,80,70,71,77,77,54,77,34
Dr. Josué Mendonça,Brazil,Defender,Crystal Palace,78,67,70,65,75,62,68,31
Grégory Bruno,Belgium,Goalkeeper,Wolverhampton,82,69,72,82,75,55,69,20
Valeria Castell,Spain,Goalkeeper,Saif SC,85,85,54,75,76,54,79,19
Paul Coleman,Guinea,Goalkeeper,AC Milan,81,64,71,76,79,61,66,19
Ashley Lewis,Norway,Forward,Galatasaray,82,78,68,76,83,54,69,31
Christopher Davis,Austria,Midfielder,Montreal Impact,82,62,59,62,79,56,71,28
Joseph Lee,Georgia,Midfielder,Fulham,81,74,68,76,78,65,74,26
Brandon Rojas,Scotland,Forward,Al-Sadd,81,77,65,73,68,67,76,23
Donna Young,Scotland,Forward,RB Leipzig,85,81,63,64,73,55,80,34
Benjamin Sofia Ruiz Vera,Argentina,Goalkeeper,Abahani Limited,85,75,55,81,77,59,74,26
Kevin Singleton,Slovenia,Defender,Grêmio,81,75,70,70,79,56,77,27
Jessica Griffin,Ivory Coast,Midfielder,Real Sociedad,83,75,62,66,83,59,77,19
Elizabeth Graves,Republic of Ireland,Midfielder,Aston Villa,83,70,63,66,83,56,70,24
Stacy Mcknight,Nigeria,Midfielder,Grêmio,83,77,64,63,71,53,64,25
William Keller,Senegal,Forward,Al-Sadd,80,72,61,64,69,56,71,26
Davi Lucas Farias,Brazil,Forward,Retired,82,78,55,77,80,60,72,32
Katrina Ayers,Santos,Forward,Borussia Mönchengladbach,79,80,69,65,73,62,76,32
Ing. Rotraud Benthin B.Eng.,Germany,Forward,Manchester United,78,73,63,68,68,71,69,31
Randy Peterson,USA,Goalkeeper,Nottingham Forest,84,74,68,67,76,62,80,20
Héctor Rojas Mendoza,Chile,Midfielder,Al-Sadd,83,78,66,65,72,73,76,20
Michael Harvey,Guinea,Defender,Burnley,79,76,63,61,70,51,76,35
Derek Mendoza MD,Ecuador,Midfielder,Fiorentina,79,66,62,84,67,63,67,27
Julieta Mateo Villalba,Argentina,Defender,Borussia Mönchengladbach,84,73,64,68,65,64,75,21
Marijana Brajković,Croatia,Midfielder,Sevilla,80,82,68,68,81,56,74,34
Jacob Ellis,Northern Ireland,Goalkeeper,PSV Eindhoven,82,77,63,72,74,63,70,37
Terry Fisher,Scotland,Goalkeeper,Vissel Kobe,84,68,65,64,79,58,76,31
Javier Moore,Republic of Ireland,Goalkeeper,Atletico Madrid,82,81,61,68,81,59,66,37
Zorka Perković,Croatia,Forward,Crystal Palace,80,74,60,78,74,66,71,26
Marek Franiak,Poland,Midfielder,Fiorentina,81,71,70,68,74,62,75,28
Cindy Bennett,Slovakia,Forward,Barcelona,80,74,63,73,77,59,76,34
Katelyn Scott,Scotland,Forward,Al-Rayyan,80,73,62,75,72,57,69,24
Amanda Moss,Kenya,Goalkeeper,Tottenham,80,75,64,68,65,50,81,29
Emanuel Jonasson,Sweden,Forward,Olympique Lyon,76,68,65,76,75,62,68,37
Raymond Rodriguez,Norway,Midfielder,Sheikh Jamal Dhanmondi Club,87,80,58,72,72,60,77,40
Viola Andersson,Sweden,Goalkeeper,Flamengo,82,68,62,75,72,57,69,34
Michael Melendez,Northern Ireland,Midfielder,Borussia Mönchengladbach,84,66,76,67,71,63,73,24
Noah Rogers,Uruguay,Midfielder,Atletico Madrid,84,76,66,60,75,59,69,39
Mr Shane Newman,England,Defender,Galatasaray,81,75,61,74,74,56,75,36
Stephen Gonzalez,Norway,Forward,Al-Ahli,83,75,64,68,82,58,66,22
Camille Urbain,Belgium,Forward,Al-Nassr,75,80,64,76,71,57,76,34
Bobby Smith,Egypt,Midfielder,Arsenal,84,67,62,75,69,60,78,37
Nicole Carre,France,Goalkeeper,Al-Rayyan,81,68,58,72,80,59,77,26
Michaela Davis,Switzerland,Defender,Sevilla,80,68,63,76,79,62,78,21
Tara Wells,Ivory Coast,Forward,Real Sociedad,83,73,65,71,72,57,65,26
Kathleen Bullock,Bangladesh,Midfielder,Inter Miami,82,68,72,65,81,56,68,24
Karoline Rogner B.Eng.,Germany,Goalkeeper,Burnley,83,66,71,71,73,60,69,34
Mónica Socorro Salazar Moya,Mexico,Forward,Watford,81,84,57,66,79,61,73,36
Kyle Ellis,Georgia,Midfielder,Burnley,87,67,72,63,77,58,70,34
Hermine Börner,Germany,Goalkeeper,Newcastle United,82,69,62,75,74,57,74,20
Lisa Galvan,Guinea,Midfielder,Retired,84,70,54,68,82,50,68,20
Mitchell Pratt,Scotland,Midfielder,AS Roma,80,69,71,75,77,55,66,29
Joshua Banks,Scotland,Midfielder,Roma,81,71,63,66,81,61,77,37
Daniel du Leconte,France,Forward,Barcelona,83,71,67,77,74,57,81,21
Gisèle Lahaye,Belgium,Forward,Newcastle United,84,70,67,73,85,61,70,26
Wesley Haas,Ecuador,Forward,Saif SC,82,69,72,82,78,58,74,34
Elisabeth André,Belgium,Defender,Flamengo,85,66,54,76,73,57,66,25
Tom Crosby,Egypt,Defender,Fulham,85,70,69,62,72,54,72,40
Andrés David Martínez,Colombia,Midfielder,AC Milan,79,76,61,65,77,60,79,18
Christopher Navarro,Bangladesh,Forward,Bayer Leverkusen,79,73,56,73,85,55,80,32
Irma Kristensen,Denmark,Forward,Sevilla,85,77,60,82,71,54,70,20
Mrs. Gail Combs MD,Ecuador,Midfielder,Chittagong Abahani,79,76,69,68,76,68,73,27
Jeffrey Wright,Ivory Coast,Forward,Fiorentina,78,72,65,73,75,52,78,19
Mato Boljkovac,Croatia,Midfielder,Leicester City,80,68,54,73,80,59,76,19
Karin Olofsson,Sweden,Midfielder,Trabzonspor,85,79,62,74,81,61,72,38
Meghan Martin,Republic of Ireland,Goalkeeper,Bayer Leverkusen,79,75,71,70,73,57,75,22
Luna-Andreia Gomes,Portugal,Goalkeeper,Retired,80,74,59,70,73,52,74,34
Christine Krueger,Guinea,Midfielder,Inter Miami,80,69,70,76,75,48,74,30
Valentina Bojanić,Croatia,Forward,Leipzig,81,72,65,75,69,58,81,38
Ricardo Leiva Sepúlveda,Chile,Forward,Benfica,85,70,65,70,70,51,64,26
Teresa Gonzalez,Egypt,Midfielder,Wrexham,83,85,78,72,69,66,69,34
Frank Christensen,Egypt,Goalkeeper,Aston Villa,83,76,69,70,79,60,75,23
Michelle Benitez MD,Ivory Coast,Forward,Tottenham,77,83,71,65,76,64,82,36
Lucas Benjamin Santino Gabriel Morales,Argentina,Midfielder,Rayo Vallecano,84,61,60,68,72,64,74,31
Giuseppina Zaccagnini-Orlando,Italy,Defender,Al-Sadd,78,73,69,67,80,50,69,36
Mrs. Kelly Rivera,Slovenia,Midfielder,Juventus,84,73,66,70,70,46,68,20
Emily Compton,Scotland,Forward,Barcelona,77,73,63,67,79,55,71,32
Toño Echevarría Losa,Spain,Goalkeeper,Al-Rayyan,78,68,67,74,83,52,76,32
David Wilkerson,Cameroon,Midfielder,Chittagong Abahani,81,61,58,79,76,65,74,22
Michelle Delhez,Belgium,Midfielder,LA Galaxy,86,75,63,72,80,53,84,33
Stephen Gonzales,Austria,Midfielder,Bayern Munich,81,75,73,76,69,55,77,20
Laura Olson,Bangladesh,Defender,Crystal Palace,78,71,67,74,79,60,76,23
Christer Andersson,Sweden,Defender,Chicago Fire,82,74,68,71,77,58,76,31
Dipl.-Ing. Lissi Sorgatz B.Eng.,Germany,Goalkeeper,Newcastle United,77,71,59,61,74,66,69,30
Steven Hunt-Graham,England,Goalkeeper,Inter Miami,78,72,69,72,78,62,77,18
Andrew Garcia,Norway,Forward,Rayo Vallecano,80,82,67,71,78,64,71,39
Steven Weaver,Santos,Goalkeeper,Al-Sadd,83,69,68,66,77,53,71,35
Nathan Rousseaux,Belgium,Forward,Bayer Leverkusen,79,70,62,61,72,58,75,21
Camilo Velazquez,Argentina,Forward,Abahani Limited,83,82,65,72,67,58,69,27
박윤서,South Korea,Midfielder,Galatasaray,88,74,51,70,68,64,76,40
Pedro Juan Seguel Saldivia,Chile,Defender,Leipzig,78,74,62,80,81,54,75,28
Gordon Warren,England,Goalkeeper,Manchester City,83,76,60,68,72,63,71,19
Ximena Hortensia Montaña Briones,Spain,Midfielder,Atletico Madrid,81,76,64,74,79,57,75,24
Joe Gilbert,England,Defender,Manchester United,79,68,57,74,88,59,64,25
Mr. John Hays,USA,Midfielder,Tottenham,82,80,59,77,74,71,75,23
Michael Winters,Senegal,Defender,Burnley,83,72,68,76,73,58,69,30
Dorota Dziarmaga,Poland,Midfielder,Atlético Madrid,82,80,66,74,71,57,66,22
Randy Abbott,Ivory Coast,Defender,Atlético Madrid,90,74,69,73,68,53,63,36
Bianca Quiroga,Argentina,Midfielder,Al-Rayyan,80,70,66,70,72,64,71,28
Nicole Brito,Brazil,Goalkeeper,Tottenham,80,71,72,74,76,61,83,30
Valerie Martinez,Guinea,Goalkeeper,RB Leipzig,80,79,72,70,73,51,65,35
Carly Wright,England,Forward,Vissel Kobe,87,75,59,74,74,62,77,18
Sarah Rios,Republic of Ireland,Defender,Manchester City,82,74,61,65,76,57,74,37
Angelica James,Ecuador,Forward,Bayer Leverkusen,87,83,73,73,74,64,71,20
April Huffman,Senegal,Goalkeeper,Trabzonspor,84,69,63,60,74,52,75,23
Miss April Jackson,Senegal,Midfielder,Bayern Munich,86,73,64,68,66,58,69,33
Hrvoje Mikulandra,Croatia,Midfielder,Barcelona,76,73,60,72,76,63,78,19
Fernanda Flores Yáñez,Chile,Midfielder,Vissel Kobe,79,77,73,78,72,56,76,24
Colleen Gardner,Republic of Ireland,Forward,Liverpool,80,81,65,71,87,64,70,22
권영자,South Korea,Defender,PSG,79,74,66,80,74,60,64,21
Donna Villanueva,Scotland,Goalkeeper,Galatasaray,86,74,69,87,65,59,67,30
Justin Rojas,Switzerland,Goalkeeper,Chittagong Abahani,87,82,66,67,79,51,68,33
Phillip Fernandez,Ecuador,Defender,Sheikh Jamal Dhanmondi Club,77,73,65,68,84,54,68,39
Madeleine Brunel-Gilles,France,Defender,Wrexham,79,72,60,70,76,62,76,33
Melissa Guzman,Slovenia,Goalkeeper,Olympique Marseille,80,71,64,69,81,55,69,28
Christopher Clark,Republic of Ireland,Goalkeeper,Udinese,81,65,66,67,79,55,73,39
Carol Tran,Ivory Coast,Defender,Newcastle United,81,76,66,63,79,45,70,31
Lara van Nederlotharingen,Netherlands,Goalkeeper,Chelsea,77,74,55,72,83,65,70,26
Michel Herman,Belgium,Defender,Napoli,86,68,76,66,80,61,76,20
William Sparks,Norway,Goalkeeper,Real Madrid,80,72,64,84,70,60,72,29
Mtro. Gonzalo Menchaca,Mexico,Goalkeeper,Chittagong Abahani,78,78,62,71,72,53,77,33
Mr. James Nguyen,Ivory Coast,Midfielder,Inter Milan,80,75,62,67,79,59,74,27
Alberto Pablo Fuentes Olave,Chile,Midfielder,AS Roma,86,83,69,77,78,68,72,27
Carl Thompson,Algeria,Midfielder,Abahani Limited,81,74,65,63,68,57,69,30
José Eduardo Almaraz,Mexico,Defender,Al-Nassr,81,72,74,71,76,64,73,25
Charles Fisher,Bangladesh,Goalkeeper,Juventus,79,70,72,75,77,64,69,34
Nina Henck,Germany,Goalkeeper,Grêmio,80,76,69,80,77,60,83,38
Monja Wesack,Germany,Forward,Vissel Kobe,85,67,65,75,78,53,75,30
Douglas Bullock,Austria,Forward,Bayer Leverkusen,83,73,62,68,70,63,77,40
Vicente Trinidad Quiroz Gómez,Mexico,Midfielder,Tottenham,80,78,64,69,69,53,68,38
Randy Hernandez,Senegal,Defender,Al-Rayyan,81,82,65,70,71,65,71,40
Katherine Patterson,Algeria,Midfielder,Wrexham,80,72,56,63,82,63,74,37
Giovanni Felipe Peralta,Argentina,Forward,PSG,80,80,65,76,77,59,71,22
Annunziata Sollima,Italy,Midfielder,Al-Hilal,88,74,63,72,77,60,71,27
Amy Thomas,Georgia,Goalkeeper,Arsenal,82,76,63,79,66,47,81,24
Raymond Baldwin,Kenya,Goalkeeper,Villarreal,80,71,63,72,74,58,76,40
Jessica Wilson,Guinea,Goalkeeper,Al-Hilal,79,73,71,66,76,59,71,32
Pilar Pinho,Portugal,Midfielder,Real Betis,78,71,67,72,77,68,75,33
Larry Price,Cameroon,Goalkeeper,Abahani Limited,86,69,65,68,78,67,78,34
Leif Lundin,Sweden,Defender,Chicago Fire,84,76,69,69,79,59,73,35
Fabrizia Fioravanti-Gozzano,Italy,Goalkeeper,Wrexham,81,76,57,72,86,68,73,39
오옥자,South Korea,Forward,Aston Villa,80,72,64,68,81,56,71,32
Kristen Clark,Slovenia,Goalkeeper,Al-Ittihad,78,75,69,63,81,59,65,28
Jennifer Carpenter,Georgia,Forward,Orlando City,86,74,66,68,88,51,70,24
Carolina da Nascimento,Portugal,Defender,Juventus,82,75,62,71,71,64,77,37
Jermaine Grant,Ecuador,Midfielder,Barcelona,82,74,66,67,78,59,81,23
Caroline Hoareau,France,Forward,Al-Rayyan,77,72,62,75,81,61,79,28
Joaquin Valentino Romero Aguirre,Argentina,Forward,Nottingham Forest,82,74,63,66,66,61,72,32
Malwina Kutek,Poland,Forward,PSG,85,70,63,65,72,57,82,18
Crystal Welch,Senegal,Midfielder,Everton,78,76,69,79,78,44,75,24
Danilo Pacheco,Brazil,Defender,Udinese,81,83,72,69,82,55,69,34
Allison Mcmahon,Ecuador,Defender,Newcastle United,82,71,69,75,68,53,71,28
Thomas Powell,Slovakia,Midfielder,Al-Sadd,79,71,61,82,73,59,78,19
Tara Hickman,Bangladesh,Midfielder,Sevilla,82,77,69,76,80,64,68,21
Nick Lind,Denmark,Defender,Fulham,90,70,56,70,81,57,68,33
Amy Foster,Scotland,Midfielder,Flamengo,81,72,73,66,86,59,72,40
Eraldo Pizzetti,Italy,Goalkeeper,Bayer Leverkusen,84,68,66,65,70,61,65,25
Univ.Prof. Ebbe Mathiesen,Denmark,Goalkeeper,Sheikh Jamal Dhanmondi Club,77,67,62,63,78,58,73,18
Anthony Powell,Ivory Coast,Midfielder,Fulham,77,70,59,77,78,53,72,38
William Drake,Switzerland,Goalkeeper,AC Milan,78,80,66,73,75,59,80,35
Meredith Olson,Norway,Forward,Real Sociedad,84,65,78,68,82,52,67,29
Andrea Lynch,Switzerland,Midfielder,Tottenham,86,68,68,68,73,55,78,29
Kenneth Baker,Egypt,Midfielder,AS Roma,79,71,67,64,71,69,75,34
Darko Roce,Croatia,Midfielder,Tottenham,76,66,54,75,76,62,67,36
Sr(a). Delfina Sosa,Argentina,Goalkeeper,Al-Sadd,83,68,62,71,75,55,71,21
Diana Barnett,Cameroon,Midfielder,Manchester United,86,75,57,73,74,48,68,18
David Hughes,Republic of Ireland,Defender,Retired,81,74,83,73,74,58,77,27
Miss Kathleen Price,Slovakia,Forward,Rayo Vallecano,81,70,66,70,71,69,74,40
Joshua Chan,Slovenia,Forward,Trabzonspor,80,72,63,70,79,50,76,32
Mora Paz Navarro,Argentina,Goalkeeper,Chelsea,82,76,66,69,68,60,77,24
Bethany Dale,England,Forward,Atletico Madrid,86,73,65,68,72,65,65,38
James Blackburn,Bangladesh,Goalkeeper,Al-Ahli,81,69,71,70,68,57,67,36
Édith Aubry,France,Forward,Montreal Impact,79,77,64,75,82,57,71,20
Samuel Greene,Senegal,Forward,PSG,85,77,74,74,70,53,74,27
Ralph Morton,Norway,Forward,Chittagong Abahani,84,57,66,72,71,63,77,31
Juan Rhodes,Austria,Defender,Ajax,84,79,68,74,75,55,74,27
Gabriel Grégoire Le Hardy,France,Midfielder,Bayer Leverkusen,78,77,68,76,84,67,75,36
Alessandro Sager,Germany,Defender,Juventus,76,79,68,75,81,62,69,36
Željka Vukušić,Croatia,Defender,Al-Nassr,77,78,71,71,78,49,76,39
